id,name,player_score,comp_score,computerHasAce,decision
4156,dataset,20,18,1,1
4157,dataset,19,16,1,1
4158,dataset,19,16,0,1
4159,dataset,20,10,0,1
4160,dataset,20,18,0,1
4161,dataset,15,10,0,1
4162,dataset,19,15,0,1
4163,dataset,16,16,0,0
4164,dataset,16,16,0,0
4165,dataset,18,20,0,0
4166,dataset,17,15,0,1
4167,dataset,18,20,0,0
4168,dataset,11,17,0,0
4169,dataset,21,17,0,1
4170,dataset,17,11,0,1
4171,dataset,11,17,0,0
4172,dataset,21,17,0,1
4173,dataset,18,20,0,0
4174,dataset,18,17,0,1
4175,dataset,19,20,0,0
4176,dataset,16,14,0,1
4177,dataset,20,17,0,1
4178,dataset,19,19,1,0
4179,dataset,19,19,1,0
4180,dataset,16,20,0,0
4181,dataset,20,9,0,0
4182,dataset,20,20,0,0
4183,dataset,14,18,0,1
4184,dataset,12,14,0,1
4185,dataset,19,16,0,0
4186,dataset,20,19,0,0
4187,dataset,17,15,0,0
4188,dataset,17,16,0,0
4189,dataset,17,19,0,1
4190,dataset,13,12,0,1
4191,dataset,14,14,1,1
4192,dataset,17,18,1,1
4193,dataset,20,7,0,0
4194,dataset,20,17,0,0
4195,dataset,15,17,0,1
4196,dataset,13,17,0,1
4197,dataset,14,17,1,1
4198,dataset,6,13,0,1
4199,dataset,13,15,0,1
4200,dataset,12,10,0,1
4201,dataset,16,13,0,0
4202,dataset,16,15,0,0
4203,dataset,16,17,0,1
4204,dataset,9,12,0,1
4205,dataset,13,18,0,1
4206,dataset,20,12,1,0
4207,dataset,20,19,1,0
4208,dataset,7,20,0,1
4209,dataset,11,20,0,1
4210,dataset,12,20,1,1
4211,dataset,20,20,1,0
4212,dataset,19,18,0,0
4213,dataset,13,12,0,1
4214,dataset,17,14,0,0
4215,dataset,17,16,0,0
4216,dataset,17,17,0,0
4217,dataset,9,12,0,1
4218,dataset,15,14,0,1
4219,dataset,8,15,0,1
4220,dataset,11,16,0,1
4221,dataset,18,7,0,0
4222,dataset,18,15,0,0
4223,dataset,18,16,0,0
4224,dataset,10,14,0,1
4225,dataset,20,20,0,0
4226,dataset,12,16,0,1
4227,dataset,6,9,0,1
4228,dataset,9,19,0,1
4229,dataset,19,19,0,0
4230,dataset,12,13,0,1
4231,dataset,16,17,0,1
4232,dataset,11,14,0,1
4233,dataset,16,18,0,1
4234,dataset,13,20,0,1
4235,dataset,18,20,0,1
4236,dataset,20,20,0,0
4237,dataset,16,15,0,0
4238,dataset,16,20,0,1
4239,dataset,6,11,0,1
4240,dataset,16,17,0,1
4241,dataset,15,20,0,1
4242,dataset,16,20,1,1
4243,dataset,14,17,0,1
4244,dataset,16,17,0,1
4245,dataset,17,12,1,0
4246,dataset,19,18,1,0
4247,dataset,20,19,0,0
4248,dataset,10,13,0,1
4249,dataset,9,9,0,1
4250,dataset,20,17,1,0
4251,dataset,6,14,0,1
4252,dataset,12,16,0,1
4253,dataset,13,16,1,1
4254,dataset,17,16,1,0
4255,dataset,17,18,1,1
4256,dataset,19,16,0,0
4257,dataset,19,16,0,0
4258,dataset,15,10,1,1
4259,dataset,20,18,1,0
4260,dataset,14,10,0,1
4261,dataset,15,18,1,1
4262,dataset,19,15,1,0
4263,dataset,7,16,0,1
4264,dataset,16,16,0,0
4265,dataset,15,13,0,1
4266,dataset,14,20,0,1
4267,dataset,18,20,0,1
4268,dataset,17,15,0,0
4269,dataset,17,20,0,1
4270,dataset,18,20,1,1
4271,dataset,7,17,0,1
4272,dataset,11,17,0,1
4273,dataset,12,10,0,1
4274,dataset,14,11,0,1
4275,dataset,17,20,0,1
4276,dataset,4,17,0,1
4277,dataset,11,17,0,1
4278,dataset,14,19,0,1
4279,dataset,12,20,1,1
4280,dataset,18,20,1,1
4281,dataset,14,15,0,1
4282,dataset,18,17,0,0
4283,dataset,14,20,0,1
4284,dataset,19,20,0,1
4285,dataset,14,14,0,1
4286,dataset,16,17,0,1
4287,dataset,14,19,0,1
4288,dataset,19,19,0,0
4289,dataset,8,20,0,1
4290,dataset,16,20,0,1
4291,dataset,17,15,0,0
4292,dataset,17,17,0,0
4293,dataset,15,15,0,1
4294,dataset,20,9,0,1
4295,dataset,20,20,1,0
4296,dataset,19,14,0,1
4297,dataset,19,16,0,1
4298,dataset,20,19,0,1
4299,dataset,17,15,1,1
4300,dataset,17,16,1,1
4301,dataset,14,12,0,1
4302,dataset,17,14,0,1
4303,dataset,20,7,0,1
4304,dataset,20,17,0,1
4305,dataset,14,17,0,0
4306,dataset,12,13,0,1
4307,dataset,16,13,0,1
4308,dataset,16,15,0,1
4309,dataset,13,12,0,1
4310,dataset,21,18,0,1
4311,dataset,20,12,0,1
4312,dataset,20,19,0,1
4313,dataset,11,20,0,0
4314,dataset,12,20,0,0
4315,dataset,20,20,0,0
4316,dataset,20,20,0,0
4317,dataset,19,18,0,1
4318,dataset,17,14,0,1
4319,dataset,17,16,0,1
4320,dataset,17,17,1,0
4321,dataset,15,12,0,1
4322,dataset,11,15,0,1
4323,dataset,20,16,1,1
4324,dataset,18,7,0,1
4325,dataset,18,15,0,1
4326,dataset,18,16,1,1
4327,dataset,20,14,1,1
4328,dataset,20,20,1,0
4329,dataset,9,9,0,1
4330,dataset,19,19,0,0
4331,dataset,19,19,0,0
4332,dataset,16,13,0,1
4333,dataset,21,14,0,1
4334,dataset,18,20,0,0
4335,dataset,20,20,0,0
4336,dataset,20,20,0,0
4337,dataset,16,15,0,1
4338,dataset,21,20,0,1
4339,dataset,16,11,0,1
4340,dataset,16,20,0,0
4341,dataset,21,20,0,1
4342,dataset,16,17,0,0
4343,dataset,17,12,0,1
4344,dataset,19,18,0,1
4345,dataset,20,19,0,1
4346,dataset,20,13,0,1
4347,dataset,20,9,0,1
4348,dataset,20,17,0,1
4349,dataset,12,14,0,1
4350,dataset,13,16,0,0
4351,dataset,17,16,1,1
4352,dataset,20,18,1,1
4353,dataset,19,16,1,1
4354,dataset,19,16,0,1
4355,dataset,20,10,0,1
4356,dataset,20,18,0,1
4357,dataset,15,10,0,1
4358,dataset,19,15,0,1
4359,dataset,16,16,0,0
4360,dataset,16,16,0,0
4361,dataset,18,20,0,0
4362,dataset,17,15,0,1
4363,dataset,18,20,0,0
4364,dataset,11,17,0,0
4365,dataset,21,17,0,1
4366,dataset,17,11,0,1
4367,dataset,11,17,0,0
4368,dataset,21,17,0,1
4369,dataset,18,20,0,0
4370,dataset,18,17,0,1
4371,dataset,19,20,0,0
4372,dataset,16,14,0,1
4373,dataset,20,17,0,1
4374,dataset,19,19,1,0
4375,dataset,19,19,1,0
4376,dataset,16,20,0,0
4377,dataset,17,15,0,1
4378,dataset,17,17,0,0
4379,dataset,21,15,1,1
4380,dataset,17,13,0,1
4381,dataset,17,17,0,0
4382,dataset,20,9,0,1
4383,dataset,20,20,1,0
4384,dataset,19,14,0,1
4385,dataset,19,16,0,1
4386,dataset,20,19,0,1
4387,dataset,17,15,1,1
4388,dataset,17,16,1,1
4389,dataset,14,12,0,1
4390,dataset,17,14,0,1
4391,dataset,20,7,0,1
4392,dataset,20,17,0,1
4393,dataset,14,17,0,0
4394,dataset,12,13,0,1
4395,dataset,16,13,0,1
4396,dataset,16,15,0,1
4397,dataset,13,12,0,1
4398,dataset,21,18,0,1
4399,dataset,20,12,0,1
4400,dataset,20,19,0,1
4401,dataset,11,20,0,0
4402,dataset,12,20,0,0
4403,dataset,20,20,0,0
4404,dataset,20,20,0,0
4405,dataset,19,18,0,1
4406,dataset,17,14,0,1
4407,dataset,17,16,0,1
4408,dataset,17,17,1,0
4409,dataset,15,12,0,1
4410,dataset,11,15,0,1
4411,dataset,20,16,1,1
4412,dataset,18,7,0,1
4413,dataset,18,15,0,1
4414,dataset,18,16,1,1
4415,dataset,20,14,1,1
4416,dataset,20,20,1,0
4417,dataset,9,9,0,1
4418,dataset,19,19,0,0
4419,dataset,19,19,0,0
4420,dataset,16,13,0,1
4421,dataset,21,14,0,1
4422,dataset,18,20,0,0
4423,dataset,20,20,0,0
4424,dataset,20,20,0,0
4425,dataset,16,15,0,1
4426,dataset,21,20,0,1
4427,dataset,16,11,0,1
4428,dataset,16,20,0,0
4429,dataset,21,20,0,1
4430,dataset,16,17,0,0
4431,dataset,17,12,0,1
4432,dataset,19,18,0,1
4433,dataset,20,19,0,1
4434,dataset,20,13,0,1
4435,dataset,20,9,0,1
4436,dataset,20,17,0,1
4437,dataset,12,14,0,1
4438,dataset,13,16,0,0
4439,dataset,17,16,1,1
4440,dataset,20,18,1,1
4441,dataset,19,16,1,1
4442,dataset,19,16,0,1
4443,dataset,20,10,0,1
4444,dataset,20,18,0,1
4445,dataset,15,10,0,1
4446,dataset,19,15,0,1
4447,dataset,16,16,0,0
4448,dataset,16,16,0,0
4449,dataset,18,20,0,0
4450,dataset,17,15,0,1
4451,dataset,18,20,0,0
4452,dataset,11,17,0,0
4453,dataset,21,17,0,1
4454,dataset,17,11,0,1
4455,dataset,11,17,0,0
4456,dataset,21,17,0,1
4457,dataset,18,20,0,0
4458,dataset,18,17,0,1
4459,dataset,19,20,0,0
4460,dataset,16,14,0,1
4461,dataset,20,17,0,1
4462,dataset,19,19,1,0
4463,dataset,19,19,1,0
4464,dataset,16,20,0,0
4465,dataset,17,15,0,1
4466,dataset,17,17,0,0
4467,dataset,21,15,1,1
4468,dataset,17,13,0,1
4469,dataset,17,17,0,0
4470,dataset,21,11,0,1
4471,dataset,18,9,0,1
4472,dataset,20,9,0,1
4473,dataset,20,20,1,0
4474,dataset,19,14,0,1
4475,dataset,19,16,0,1
4476,dataset,20,19,0,1
4477,dataset,17,15,1,1
4478,dataset,17,16,1,1
4479,dataset,14,12,0,1
4480,dataset,17,14,0,1
4481,dataset,20,7,0,1
4482,dataset,20,17,0,1
4483,dataset,14,17,0,0
4484,dataset,12,13,0,1
4485,dataset,16,13,0,1
4486,dataset,16,15,0,1
4487,dataset,13,12,0,1
4488,dataset,21,18,0,1
4489,dataset,20,12,0,1
4490,dataset,20,19,0,1
4491,dataset,11,20,0,0
4492,dataset,12,20,0,0
4493,dataset,20,20,0,0
4494,dataset,20,20,0,0
4495,dataset,19,18,0,1
4496,dataset,17,14,0,1
4497,dataset,17,16,0,1
4498,dataset,17,17,1,0
4499,dataset,15,12,0,1
4500,dataset,11,15,0,1
4501,dataset,20,16,1,1
4502,dataset,18,7,0,1
4503,dataset,18,15,0,1
4504,dataset,18,16,1,1
4505,dataset,20,14,1,1
4506,dataset,20,20,1,0
4507,dataset,9,9,0,1
4508,dataset,19,19,0,0
4509,dataset,19,19,0,0
4510,dataset,16,13,0,1
4511,dataset,21,14,0,1
4512,dataset,18,20,0,0
4513,dataset,20,20,0,0
4514,dataset,20,20,0,0
4515,dataset,16,15,0,1
4516,dataset,21,20,0,1
4517,dataset,16,11,0,1
4518,dataset,16,20,0,0
4519,dataset,21,20,0,1
4520,dataset,16,17,0,0
4521,dataset,17,12,0,1
4522,dataset,19,18,0,1
4523,dataset,20,19,0,1
4524,dataset,20,13,0,1
4525,dataset,20,9,0,1
4526,dataset,20,17,0,1
4527,dataset,12,14,0,1
4528,dataset,13,16,0,0
4529,dataset,17,16,1,1
4530,dataset,20,18,1,1
4531,dataset,19,16,1,1
4532,dataset,19,16,0,1
4533,dataset,20,10,0,1
4534,dataset,20,18,0,1
4535,dataset,15,10,0,1
4536,dataset,19,15,0,1
4537,dataset,16,16,0,0
4538,dataset,16,16,0,0
4539,dataset,18,20,0,0
4540,dataset,17,15,0,1
4541,dataset,18,20,0,0
4542,dataset,11,17,0,0
4543,dataset,21,17,0,1
4544,dataset,17,11,0,1
4545,dataset,11,17,0,0
4546,dataset,21,17,0,1
4547,dataset,18,20,0,0
4548,dataset,18,17,0,1
4549,dataset,19,20,0,0
4550,dataset,16,14,0,1
4551,dataset,20,17,0,1
4552,dataset,19,19,1,0
4553,dataset,19,19,1,0
4554,dataset,16,20,0,0
4555,dataset,17,15,0,1
4556,dataset,17,17,0,0
4557,dataset,21,15,1,1
4558,dataset,17,13,0,1
4559,dataset,17,17,0,0
4560,dataset,21,11,0,1
4561,dataset,18,9,0,1
4562,dataset,20,9,0,1
4563,dataset,20,20,1,0
4564,dataset,19,14,0,1
4565,dataset,19,16,0,1
4566,dataset,20,19,0,1
4567,dataset,17,15,1,1
4568,dataset,17,16,1,1
4569,dataset,14,12,0,1
4570,dataset,17,14,0,1
4571,dataset,20,7,0,1
4572,dataset,20,17,0,1
4573,dataset,14,17,0,0
4574,dataset,12,13,0,1
4575,dataset,16,13,0,1
4576,dataset,16,15,0,1
4577,dataset,13,12,0,1
4578,dataset,21,18,0,1
4579,dataset,20,12,0,1
4580,dataset,20,19,0,1
4581,dataset,11,20,0,0
4582,dataset,12,20,0,0
4583,dataset,20,20,0,0
4584,dataset,20,20,0,0
4585,dataset,19,18,0,1
4586,dataset,17,14,0,1
4587,dataset,17,16,0,1
4588,dataset,17,17,1,0
4589,dataset,15,12,0,1
4590,dataset,11,15,0,1
4591,dataset,20,16,1,1
4592,dataset,18,7,0,1
4593,dataset,18,15,0,1
4594,dataset,18,16,1,1
4595,dataset,20,14,1,1
4596,dataset,20,20,1,0
4597,dataset,9,9,0,1
4598,dataset,19,19,0,0
4599,dataset,19,19,0,0
4600,dataset,16,13,0,1
4601,dataset,21,14,0,1
4602,dataset,18,20,0,0
4603,dataset,20,20,0,0
4604,dataset,20,20,0,0
4605,dataset,16,15,0,1
4606,dataset,21,20,0,1
4607,dataset,16,11,0,1
4608,dataset,16,20,0,0
4609,dataset,21,20,0,1
4610,dataset,16,17,0,0
4611,dataset,17,12,0,1
4612,dataset,19,18,0,1
4613,dataset,20,19,0,1
4614,dataset,20,13,0,1
4615,dataset,20,9,0,1
4616,dataset,20,17,0,1
4617,dataset,12,14,0,1
4618,dataset,13,16,0,0
4619,dataset,17,16,1,1
4620,dataset,20,18,1,1
4621,dataset,19,16,1,1
4622,dataset,19,16,0,1
4623,dataset,20,10,0,1
4624,dataset,20,18,0,1
4625,dataset,15,10,0,1
4626,dataset,19,15,0,1
4627,dataset,16,16,0,0
4628,dataset,16,16,0,0
4629,dataset,18,20,0,0
4630,dataset,17,15,0,1
4631,dataset,18,20,0,0
4632,dataset,11,17,0,0
4633,dataset,21,17,0,1
4634,dataset,17,11,0,1
4635,dataset,11,17,0,0
4636,dataset,21,17,0,1
4637,dataset,18,20,0,0
4638,dataset,18,17,0,1
4639,dataset,19,20,0,0
4640,dataset,16,14,0,1
4641,dataset,20,17,0,1
4642,dataset,19,19,1,0
4643,dataset,19,19,1,0
4644,dataset,16,20,0,0
4645,dataset,17,15,0,1
4646,dataset,17,17,0,0
4647,dataset,21,15,1,1
4648,dataset,17,13,0,1
4649,dataset,17,17,0,0
4650,dataset,21,11,0,1
4651,dataset,18,9,0,1
4652,dataset,20,9,0,1
4653,dataset,20,20,1,0
4654,dataset,19,14,0,1
4655,dataset,19,16,0,1
4656,dataset,20,19,0,1
4657,dataset,17,15,1,1
4658,dataset,17,16,1,1
4659,dataset,14,12,0,1
4660,dataset,17,14,0,1
4661,dataset,20,7,0,1
4662,dataset,20,17,0,1
4663,dataset,14,17,0,0
4664,dataset,12,13,0,1
4665,dataset,16,13,0,1
4666,dataset,16,15,0,1
4667,dataset,13,12,0,1
4668,dataset,21,18,0,1
4669,dataset,20,12,0,1
4670,dataset,20,19,0,1
4671,dataset,11,20,0,0
4672,dataset,12,20,0,0
4673,dataset,20,20,0,0
4674,dataset,20,20,0,0
4675,dataset,19,18,0,1
4676,dataset,17,14,0,1
4677,dataset,17,16,0,1
4678,dataset,17,17,1,0
4679,dataset,15,12,0,1
4680,dataset,11,15,0,1
4681,dataset,20,16,1,1
4682,dataset,18,7,0,1
4683,dataset,18,15,0,1
4684,dataset,18,16,1,1
4685,dataset,20,14,1,1
4686,dataset,20,20,1,0
4687,dataset,9,9,0,1
4688,dataset,19,19,0,0
4689,dataset,19,19,0,0
4690,dataset,16,13,0,1
4691,dataset,21,14,0,1
4692,dataset,18,20,0,0
4693,dataset,20,20,0,0
4694,dataset,20,20,0,0
4695,dataset,16,15,0,1
4696,dataset,21,20,0,1
4697,dataset,16,11,0,1
4698,dataset,16,20,0,0
4699,dataset,21,20,0,1
4700,dataset,16,17,0,0
4701,dataset,17,12,0,1
4702,dataset,19,18,0,1
4703,dataset,20,19,0,1
4704,dataset,20,13,0,1
4705,dataset,20,9,0,1
4706,dataset,20,17,0,1
4707,dataset,12,14,0,1
4708,dataset,13,16,0,0
4709,dataset,17,16,1,1
4710,dataset,20,18,1,1
4711,dataset,19,16,1,1
4712,dataset,19,16,0,1
4713,dataset,20,10,0,1
4714,dataset,20,18,0,1
4715,dataset,15,10,0,1
4716,dataset,19,15,0,1
4717,dataset,16,16,0,0
4718,dataset,16,16,0,0
4719,dataset,18,20,0,0
4720,dataset,17,15,0,1
4721,dataset,18,20,0,0
4722,dataset,11,17,0,0
4723,dataset,21,17,0,1
4724,dataset,17,11,0,1
4725,dataset,11,17,0,0
4726,dataset,21,17,0,1
4727,dataset,18,20,0,0
4728,dataset,18,17,0,1
4729,dataset,19,20,0,0
4730,dataset,16,14,0,1
4731,dataset,20,17,0,1
4732,dataset,19,19,1,0
4733,dataset,19,19,1,0
4734,dataset,16,20,0,0
4735,dataset,17,15,0,1
4736,dataset,17,17,0,0
4737,dataset,21,15,1,1
4738,dataset,17,13,0,1
4739,dataset,17,17,0,0
4740,dataset,21,11,0,1
4741,dataset,18,9,0,1
4742,dataset,20,9,0,1
4743,dataset,20,20,1,0
4744,dataset,19,14,0,1
4745,dataset,19,16,0,1
4746,dataset,20,19,0,1
4747,dataset,17,15,1,1
4748,dataset,17,16,1,1
4749,dataset,14,12,0,1
4750,dataset,17,14,0,1
4751,dataset,20,7,0,1
4752,dataset,20,17,0,1
4753,dataset,14,17,0,0
4754,dataset,12,13,0,1
4755,dataset,16,13,0,1
4756,dataset,16,15,0,1
4757,dataset,13,12,0,1
4758,dataset,21,18,0,1
4759,dataset,20,12,0,1
4760,dataset,20,19,0,1
4761,dataset,11,20,0,0
4762,dataset,12,20,0,0
4763,dataset,20,20,0,0
4764,dataset,20,20,0,0
4765,dataset,19,18,0,1
4766,dataset,17,14,0,1
4767,dataset,17,16,0,1
4768,dataset,17,17,1,0
4769,dataset,15,12,0,1
4770,dataset,11,15,0,1
4771,dataset,20,16,1,1
4772,dataset,18,7,0,1
4773,dataset,18,15,0,1
4774,dataset,18,16,1,1
4775,dataset,20,14,1,1
4776,dataset,20,20,1,0
4777,dataset,9,9,0,1
4778,dataset,19,19,0,0
4779,dataset,19,19,0,0
4780,dataset,16,13,0,1
4781,dataset,21,14,0,1
4782,dataset,18,20,0,0
4783,dataset,20,20,0,0
4784,dataset,20,20,0,0
4785,dataset,16,15,0,1
4786,dataset,21,20,0,1
4787,dataset,16,11,0,1
4788,dataset,16,20,0,0
4789,dataset,21,20,0,1
4790,dataset,16,17,0,0
4791,dataset,17,12,0,1
4792,dataset,19,18,0,1
4793,dataset,20,19,0,1
4794,dataset,20,13,0,1
4795,dataset,20,9,0,1
4796,dataset,20,17,0,1
4797,dataset,12,14,0,1
4798,dataset,13,16,0,0
4799,dataset,17,16,1,1
4800,dataset,20,18,1,1
4801,dataset,19,16,1,1
4802,dataset,19,16,0,1
4803,dataset,20,10,0,1
4804,dataset,20,18,0,1
4805,dataset,15,10,0,1
4806,dataset,19,15,0,1
4807,dataset,16,16,0,0
4808,dataset,16,16,0,0
4809,dataset,18,20,0,0
4810,dataset,17,15,0,1
4811,dataset,18,20,0,0
4812,dataset,11,17,0,0
4813,dataset,21,17,0,1
4814,dataset,17,11,0,1
4815,dataset,11,17,0,0
4816,dataset,21,17,0,1
4817,dataset,18,20,0,0
4818,dataset,18,17,0,1
4819,dataset,19,20,0,0
4820,dataset,16,14,0,1
4821,dataset,20,17,0,1
4822,dataset,19,19,1,0
4823,dataset,19,19,1,0
4824,dataset,16,20,0,0
4825,dataset,17,15,0,1
4826,dataset,17,17,0,0
4827,dataset,21,15,1,1
4828,dataset,17,13,0,1
4829,dataset,17,17,0,0
4830,dataset,21,11,0,1
4831,dataset,18,9,0,1
4832,dataset,17,10,0,1
4833,dataset,20,9,0,0
4834,dataset,20,20,0,0
4835,dataset,14,18,0,1
4836,dataset,12,14,0,1
4837,dataset,19,16,0,0
4838,dataset,20,19,0,0
4839,dataset,17,15,0,0
4840,dataset,17,16,0,0
4841,dataset,17,19,0,1
4842,dataset,13,12,0,1
4843,dataset,14,14,1,1
4844,dataset,17,18,1,1
4845,dataset,20,7,0,0
4846,dataset,20,17,0,0
4847,dataset,15,17,0,1
4848,dataset,13,17,0,1
4849,dataset,14,17,1,1
4850,dataset,6,13,0,1
4851,dataset,13,15,0,1
4852,dataset,12,10,0,1
4853,dataset,16,13,0,0
4854,dataset,16,15,0,0
4855,dataset,16,17,0,1
4856,dataset,9,12,0,1
4857,dataset,13,18,0,1
4858,dataset,20,12,1,0
4859,dataset,20,19,1,0
4860,dataset,7,20,0,1
4861,dataset,11,20,0,1
4862,dataset,12,20,1,1
4863,dataset,20,20,1,0
4864,dataset,19,18,0,0
4865,dataset,13,12,0,1
4866,dataset,17,14,0,0
4867,dataset,17,16,0,0
4868,dataset,17,17,0,0
4869,dataset,9,12,0,1
4870,dataset,15,14,0,1
4871,dataset,8,15,0,1
4872,dataset,11,16,0,1
4873,dataset,18,7,0,0
4874,dataset,18,15,0,0
4875,dataset,18,16,0,0
4876,dataset,10,14,0,1
4877,dataset,20,20,0,0
4878,dataset,12,16,0,1
4879,dataset,6,9,0,1
4880,dataset,9,19,0,1
4881,dataset,19,19,0,0
4882,dataset,12,13,0,1
4883,dataset,16,17,0,1
4884,dataset,11,14,0,1
4885,dataset,16,18,0,1
4886,dataset,13,20,0,1
4887,dataset,18,20,0,1
4888,dataset,20,20,0,0
4889,dataset,16,15,0,0
4890,dataset,16,20,0,1
4891,dataset,6,11,0,1
4892,dataset,16,17,0,1
4893,dataset,15,20,0,1
4894,dataset,16,20,1,1
4895,dataset,14,17,0,1
4896,dataset,16,17,0,1
4897,dataset,17,12,1,0
4898,dataset,19,18,1,0
4899,dataset,20,19,0,0
4900,dataset,10,13,0,1
4901,dataset,9,9,0,1
4902,dataset,20,17,1,0
4903,dataset,6,14,0,1
4904,dataset,12,16,0,1
4905,dataset,13,16,1,1
4906,dataset,17,16,1,0
4907,dataset,17,18,1,1
4908,dataset,19,16,0,0
4909,dataset,19,16,0,0
4910,dataset,15,10,1,1
4911,dataset,20,18,1,0
4912,dataset,14,10,0,1
4913,dataset,15,18,1,1
4914,dataset,19,15,1,0
4915,dataset,7,16,0,1
4916,dataset,16,16,0,0
4917,dataset,15,13,0,1
4918,dataset,14,20,0,1
4919,dataset,18,20,0,1
4920,dataset,17,15,0,0
4921,dataset,17,20,0,1
4922,dataset,18,20,1,1
4923,dataset,7,17,0,1
4924,dataset,11,17,0,1
4925,dataset,12,10,0,1
4926,dataset,14,11,0,1
4927,dataset,17,20,0,1
4928,dataset,4,17,0,1
4929,dataset,11,17,0,1
4930,dataset,14,19,0,1
4931,dataset,12,20,1,1
4932,dataset,18,20,1,1
4933,dataset,14,15,0,1
4934,dataset,18,17,0,0
4935,dataset,14,20,0,1
4936,dataset,19,20,0,1
4937,dataset,14,14,0,1
4938,dataset,16,17,0,1
4939,dataset,14,19,0,1
4940,dataset,19,19,0,0
4941,dataset,8,20,0,1
4942,dataset,16,20,0,1
4943,dataset,17,15,0,0
4944,dataset,17,17,0,0
4945,dataset,15,15,0,1
4946,dataset,17,13,0,0
4947,dataset,17,17,0,0
4948,dataset,12,11,0,1
4949,dataset,18,9,0,0
4950,dataset,18,20,0,1
4951,dataset,16,20,0,1
4952,dataset,14,20,0,1
4953,dataset,14,15,0,1
4954,dataset,17,10,0,0
4955,dataset,17,20,0,1
4956,dataset,18,12,0,0
4957,dataset,20,9,0,0
4958,dataset,20,20,0,0
4959,dataset,14,18,0,1
4960,dataset,12,14,0,1
4961,dataset,19,16,0,0
4962,dataset,20,19,0,0
4963,dataset,17,15,0,0
4964,dataset,17,16,0,0
4965,dataset,17,19,0,1
4966,dataset,13,12,0,1
4967,dataset,14,14,1,1
4968,dataset,17,18,1,1
4969,dataset,20,7,0,0
4970,dataset,20,17,0,0
4971,dataset,15,17,0,1
4972,dataset,13,17,0,1
4973,dataset,14,17,1,1
4974,dataset,6,13,0,1
4975,dataset,13,15,0,1
4976,dataset,12,10,0,1
4977,dataset,16,13,0,0
4978,dataset,16,15,0,0
4979,dataset,16,17,0,1
4980,dataset,9,12,0,1
4981,dataset,13,18,0,1
4982,dataset,20,12,1,0
4983,dataset,20,19,1,0
4984,dataset,7,20,0,1
4985,dataset,11,20,0,1
4986,dataset,12,20,1,1
4987,dataset,20,20,1,0
4988,dataset,19,18,0,0
4989,dataset,13,12,0,1
4990,dataset,17,14,0,0
4991,dataset,17,16,0,0
4992,dataset,17,17,0,0
4993,dataset,9,12,0,1
4994,dataset,15,14,0,1
4995,dataset,8,15,0,1
4996,dataset,11,16,0,1
4997,dataset,18,7,0,0
4998,dataset,18,15,0,0
4999,dataset,18,16,0,0
5000,dataset,10,14,0,1
5001,dataset,20,20,0,0
5002,dataset,12,16,0,1
5003,dataset,6,9,0,1
5004,dataset,9,19,0,1
5005,dataset,19,19,0,0
5006,dataset,12,13,0,1
5007,dataset,16,17,0,1
5008,dataset,11,14,0,1
5009,dataset,16,18,0,1
5010,dataset,13,20,0,1
5011,dataset,18,20,0,1
5012,dataset,20,20,0,0
5013,dataset,16,15,0,0
5014,dataset,16,20,0,1
5015,dataset,6,11,0,1
5016,dataset,16,17,0,1
5017,dataset,15,20,0,1
5018,dataset,16,20,1,1
5019,dataset,14,17,0,1
5020,dataset,16,17,0,1
5021,dataset,17,12,1,0
5022,dataset,19,18,1,0
5023,dataset,20,19,0,0
5024,dataset,10,13,0,1
5025,dataset,9,9,0,1
5026,dataset,20,17,1,0
5027,dataset,6,14,0,1
5028,dataset,12,16,0,1
5029,dataset,13,16,1,1
5030,dataset,17,16,1,0
5031,dataset,17,18,1,1
5032,dataset,19,16,0,0
5033,dataset,19,16,0,0
5034,dataset,15,10,1,1
5035,dataset,20,18,1,0
5036,dataset,14,10,0,1
5037,dataset,15,18,1,1
5038,dataset,19,15,1,0
5039,dataset,7,16,0,1
5040,dataset,16,16,0,0
5041,dataset,15,13,0,1
5042,dataset,14,20,0,1
5043,dataset,18,20,0,1
5044,dataset,17,15,0,0
5045,dataset,17,20,0,1
5046,dataset,18,20,1,1
5047,dataset,7,17,0,1
5048,dataset,11,17,0,1
5049,dataset,12,10,0,1
5050,dataset,14,11,0,1
5051,dataset,17,20,0,1
5052,dataset,4,17,0,1
5053,dataset,11,17,0,1
5054,dataset,14,19,0,1
5055,dataset,12,20,1,1
5056,dataset,18,20,1,1
5057,dataset,14,15,0,1
5058,dataset,18,17,0,0
5059,dataset,14,20,0,1
5060,dataset,19,20,0,1
5061,dataset,14,14,0,1
5062,dataset,16,17,0,1
5063,dataset,14,19,0,1
5064,dataset,19,19,0,0
5065,dataset,8,20,0,1
5066,dataset,16,20,0,1
5067,dataset,17,15,0,0
5068,dataset,17,17,0,0
5069,dataset,15,15,0,1
5070,dataset,17,13,0,0
5071,dataset,17,17,0,0
5072,dataset,12,11,0,1
5073,dataset,18,9,0,0
5074,dataset,18,20,0,1
5075,dataset,16,20,0,1
5076,dataset,14,20,0,1
5077,dataset,14,15,0,1
5078,dataset,17,10,0,0
5079,dataset,17,20,0,1
5080,dataset,18,12,0,0
5081,dataset,20,18,0,0
5082,dataset,20,9,0,0
5083,dataset,20,20,0,0
5084,dataset,14,18,0,1
5085,dataset,12,14,0,1
5086,dataset,19,16,0,0
